ID,Shape_Length,Shape_Area,Depth_MAX,Dept_MEAN,Depth_STD,Depth_SUM,RingSlopeMEAN,RingSlopeSTD,DepthIndex,Compactness,IsSinkhole
0,124.33313600000001,589.421583,2.279907,1.1439030000000001,0.505252,27.453674,5.479808,3.8963989999999997,0.166459,0.23004899999999998,0
1,397.00944599999997,9258.123522,1.5535889999999999,1.005807,0.284526,369.131287,3.3343559999999997,1.028575,0.028620999999999997,0.40985900000000003,0
2,355.19993999999997,2817.1065550000003,1.8911740000000001,0.967558,0.394756,110.301575,6.4870779999999995,5.7004019999999995,0.063159,0.168495,0
3,407.131297,5864.385593999999,0.807129,0.634363,0.084275,147.172302,2.974559,1.525622,0.018682,0.22930999999999999,0
4,319.443869,6105.382828,0.9598389999999999,0.9263459999999999,0.11686300000000001,224.17572,6.941503,3.4201010000000003,0.021774,0.513,0
5,129.443824,613.62158,0.882141,0.645035,0.209254,14.835815,5.974716,4.225472,0.063123,0.217817,0
6,2241.088299,189112.337,24.309204,11.250614,7.377249000000001,85088.39667,8.713635,4.173039,0.09908600000000001,0.258164,1
7,134.39873500000002,515.926144,1.144104,0.773193,0.261898,15.463867,4.146464,2.601547,0.089284,0.205604,0
8,219.58268700000002,1551.181366,4.150513,1.2521719999999998,0.896861,78.886841,4.185223000000001,3.389074,0.186799,0.24467600000000003,0
9,934.026035,45584.385369999996,7.897156,3.254552,1.977052,5923.285095,9.874002,5.049294000000001,0.065564,0.459413,0
10,181.970227,883.168747,1.4972530000000002,0.984075,0.360856,34.442627,17.460128,9.215809,0.089305,0.14696700000000001,0
11,426.19287099999997,13407.75645,7.163635,1.8280560000000001,1.0369329999999999,987.150024,5.560011,4.1684339999999995,0.10966300000000001,0.7078909999999999,1
12,196.780426,2952.7501780000002,2.378784,1.534825,0.5111640000000001,182.644165,6.934947,4.62902,0.077597,0.799508,0
13,689.848428,32974.443360000005,5.973145,2.597514,1.372851,3431.315857,4.239243,1.844696,0.058307000000000005,0.645386,1
14,177.87060400000001,2359.378575,3.713318,2.6837779999999998,0.9203979999999999,246.90753199999997,5.1431569999999995,4.035591999999999,0.135508,0.721653,0
15,380.420592,11057.84927,4.841492,3.3201660000000004,1.2595180000000001,1477.473938,4.946676,3.785518,0.081611,0.793076,0
16,219.176583,1654.42606,1.6742549999999998,0.8532219999999999,0.31608800000000004,57.165893999999994,7.584691,3.975954,0.072963,0.566891,0
17,118.89007,583.6965150000001,0.916687,0.6708930000000001,0.140456,16.10144,2.016697,1.165147,0.067256,0.240603,0
18,1740.446231,133731.516,2.1141360000000002,2.017889,0.32707600000000003,10799.74347,6.862800999999999,4.762913,0.010248,0.39237,0
19,476.069882,8376.779109000001,2.3275759999999996,1.092799,0.48163100000000003,366.087708,3.2215849999999997,2.051149,0.045078,0.351414,0
20,682.281349,32284.325189999996,6.388672,3.130506,1.702329,4054.00531,5.784705000000001,2.930587,0.063026,0.74311,1
21,293.73213799999996,2351.233377,2.999146,1.327927,0.602725,127.480957,4.318153,3.489555,0.10963599999999998,0.179753,0
22,479.003087,12165.805690000001,1.605652,0.699384,0.137803,341.29925499999996,7.730198,4.47534,0.025804,0.630686,0
23,1353.253479,83640.21195,2.427307,2.208697,0.512281,7377.049072,6.34311,4.364823,0.014877000000000001,0.37761999999999996,0
24,209.002161,2358.474374,1.354065,0.887259,0.26278,85.17688000000001,4.834443,4.171922,0.049423,0.382565,0
25,366.24549,8618.642205,6.667419000000001,2.660144,1.719366,920.409912,5.660315,3.5525379999999998,0.127304,0.635147,1
26,153.096303,567.866767,1.052734,0.755567,0.15943,17.378052,3.134538,1.8677119999999998,0.078307,0.13485,0
27,206.924596,3323.454126,2.272766,1.853186,0.45029300000000005,246.47375499999998,6.203939,4.59199,0.069882,0.857093,0
28,84.51909599999999,528.212538,1.460632,0.919041,0.288204,19.299866,3.1211849999999997,1.8281759999999998,0.112652,0.714665,0
29,98.13924399999999,737.671843,2.312866,1.240428,0.530993,35.972412,4.583623,3.800443,0.150946,0.77272,0
30,251.158906,4569.603564999999,1.9033200000000001,0.9364120000000001,0.443579,169.49053999999998,5.271994,3.0466,0.049908999999999995,0.6431939999999999,0
31,104.964685,626.509742,1.6340940000000002,0.796126,0.279376,20.699279999999998,4.044783,2.066744,0.115722,0.45135600000000003,0
32,776.666499,21580.24121,4.375916,1.506042,0.764864,1305.738342,4.888849,3.9915589999999996,0.052801,0.24188400000000002,0
33,236.896957,3419.3988,4.635681,2.809431,1.218225,387.70153799999997,12.28009,5.094701000000001,0.140521,0.484408,0
34,301.314089,1858.8260289999998,3.2214970000000003,1.5738860000000001,0.852978,118.04144299999999,7.024238,5.3108010000000005,0.132447,0.12478399999999999,0
35,82.68638399999999,527.013407,0.9110719999999999,0.677066,0.144784,13.541321,2.196291,0.830888,0.070347,0.856453,0
36,89.85061800000001,543.858743,0.708008,0.588643,0.072588,12.361511,3.4387,1.869749,0.053814,0.526753,0
37,161.313946,1521.993034,0.784668,0.59339,0.078216,35.603394,1.386947,0.9791350000000001,0.035651999999999996,0.5208550000000001,0
38,608.395585,6459.166673,2.9271849999999997,1.248813,0.616158,323.44244399999997,4.043448000000001,3.323671,0.06456,0.156128,0
39,476.87873600000006,17387.539119999998,6.633178999999999,2.92299,1.866532,2037.323975,6.2816339999999995,3.081654,0.089167,0.8247,0
40,238.686733,3128.366859,5.642334,2.153009,1.384374,271.279114,8.816597,6.083414,0.178815,0.494649,0
41,649.3819269999999,22895.25808,1.437866,1.380771,0.20720300000000003,1267.547607,8.19663,4.350505,0.016844,0.457226,0
42,246.456326,4697.019207,4.987183,3.605055,1.316604,677.750427,11.639294999999999,7.012155,0.128987,0.8541139999999999,0
43,308.865576,6846.382881999999,2.537659,1.079143,0.391358,294.606018,3.4070139999999998,1.543825,0.054363,0.8076369999999999,1
44,1024.411832,63243.209610000005,10.914307,3.8201,2.043256,9661.032532,8.671169,3.4681589999999995,0.076929,0.502026,1
45,180.02863,1147.874892,0.9185180000000001,0.673863,0.149826,31.671570000000003,6.257111,4.21874,0.048056,0.235002,0
46,263.544107,1635.355998,0.7167359999999999,0.565265,0.045797000000000004,37.307495,2.359963,2.996509,0.031416,0.483609,0
47,113.44473400000001,749.181789,2.862427,1.458704,0.723988,43.761108,6.778096000000001,6.465312,0.185372,0.392946,0
48,230.80631200000002,2664.9649679999998,3.499207,1.1446530000000001,0.515847,121.333252,10.899668,5.710586,0.120151,0.34959,0
49,301.53049300000004,7000.928379999999,2.213013,1.521577,0.438929,422.998291,4.411719000000001,3.5716089999999996,0.046882,0.858815,0
50,164.719598,836.3996559999999,1.305847,0.768166,0.35791999999999996,26.885803000000003,19.247442000000003,13.162859,0.080037,0.17691600000000002,0
51,707.6605900000001,29646.627689999998,4.784668,2.326413,1.098566,2756.799194,4.255859,2.138131,0.049257,0.50522,1
52,389.339751,11479.97532,3.4391480000000003,2.8128729999999997,0.747668,1299.5473630000001,13.978484,12.814022,0.056896,0.807623,0
53,364.91926,7272.7015,1.855286,0.984352,0.325306,289.399536,2.970151,2.4517580000000003,0.038563,0.584011,0
54,156.622924,1820.036787,1.9141240000000002,1.060725,0.35738000000000003,76.372192,5.2049959999999995,3.5794269999999995,0.07952999999999999,0.792891,0
55,182.380832,2602.938632,6.645935000000001,2.348907,1.3854899999999999,239.58856200000002,4.698671,3.560779,0.230902,0.850087,1
56,131.082304,714.753421,0.8214110000000001,0.632192,0.11308800000000001,18.333557,7.739213,4.256302,0.054461,0.26602,0
57,253.62285899999998,4175.253133,1.3660889999999999,0.9469049999999999,0.257949,157.186157,3.0604720000000003,1.357267,0.037475,0.509228,0
58,852.775228,40352.635180000005,1.517212,0.9763209999999999,0.256229,1576.7583619999998,1.713024,0.9935860000000001,0.013387999999999999,0.589693,0
59,447.626017,7655.278905,2.011841,0.750343,0.24510900000000002,231.105591,2.533075,1.8895520000000001,0.040757999999999996,0.535742,0
60,197.994867,842.531902,1.416138,0.852201,0.267486,27.270446999999997,2.89319,1.897011,0.08648,0.134131,0
61,537.993332,16971.872519999997,4.758362,2.41742,1.229334,1643.845581,7.363386,3.6368300000000002,0.064743,0.44478900000000005,0
62,821.308573,46556.9575,8.821289,5.57611,2.5565700000000002,10399.44556,6.7913190000000005,4.011784,0.07246699999999999,0.657738,0
